lokalizacja,cena,do_wynajecia_przez,liczba_pokoi,rodzaj_nieruchomosci,wielkosc,parking,liczba_lazienek,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Praga Południe, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,39,Nie podano,1 łazienka,Tak,Tak,148
"Praga Południe, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,56,Garaż,1 łazienka,Tak,Tak,186
"Praga Południe, Warszawa",2900,Agencja,3 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,149
"Praga Południe, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,182
"Praga Południe, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,58,Garaż,1 łazienka,Tak,Tak,180
"Praga Południe, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,161
"Praga Południe, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,209
"Praga Południe, Warszawa",1100,Właściciel,Kawalerka lub garsoniera,Mieszkanie,28,Ulica,1 łazienka,Tak,Nie,31
"Praga Południe, Warszawa",1600,Właściciel,Kawalerka lub garsoniera,Mieszkanie,38,Nie podano,1 łazienka,Nie,Tak,61
"Praga Południe, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,74
"Praga Południe, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,67
"Praga Południe, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,54,Ulica,1 łazienka,Tak,Tak,104
"Praga Południe, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,56,Nie podano,1 łazienka,Tak,Tak,106
"Śródmieście, Warszawa",1900,Właściciel,Kawalerka lub garsoniera,Mieszkanie,36,Ulica,1 łazienka,Nie,Nie,93
"Śródmieście, Warszawa",4000,Agencja,4 pokoje,Mieszkanie,65,Ulica,1 łazienka,Tak,Tak,96
"Śródmieście, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,398
"Śródmieście, Warszawa",1800,Właściciel,2 pokoje,Mieszkanie,40,Ulica,1 łazienka,Tak,Nie,56
"Śródmieście, Warszawa",2574,Agencja,2 pokoje,Mieszkanie,45,Nie podano,Nie podano,Tak,Tak,127
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Nie,Tak,179
"Śródmieście, Warszawa",3400,Agencja,3 pokoje,Mieszkanie,85,Nie podano,Nie podano,Tak,Tak,108
"Śródmieście, Warszawa",3100,Agencja,3 pokoje,Mieszkanie,65,Nie podano,1 łazienka,Tak,Tak,148
"Śródmieście, Warszawa",2150,Agencja,Kawalerka lub garsoniera,Inne,38,Nie podano,1 łazienka,Tak,Tak,143
"Śródmieście, Warszawa",2730,Agencja,2 pokoje,Mieszkanie,49,Nie podano,1 łazienka,Tak,Tak,168
"Śródmieście, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,45,Brak,Nie podano,Tak,Tak,121
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,170
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,56,Nie podano,1 łazienka,Tak,Tak,128
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,34,Nie podano,1 łazienka,Tak,Tak,135
"Śródmieście, Warszawa",3200,Agencja,3 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,164
"Śródmieście, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,175
"Śródmieście, Warszawa",4200,Agencja,4 pokoje,Mieszkanie,75,Nie podano,1 łazienka,Tak,Tak,179
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,179
"Śródmieście, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,67,Nie podano,1 łazienka,Tak,Tak,150
"Śródmieście, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,58,Nie podano,1 łazienka,Tak,Tak,200
"Śródmieście, Warszawa",4200,Agencja,3 pokoje,Mieszkanie,87,Nie podano,1 łazienka,Tak,Tak,196
"Śródmieście, Warszawa",2200,Agencja,Kawalerka lub garsoniera,Mieszkanie,45,Nie podano,1 łazienka,Tak,Tak,168
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,41,Nie podano,1 łazienka,Tak,Tak,158
"Śródmieście, Warszawa",4000,Agencja,2 pokoje,Mieszkanie,53,Garaż,1 łazienka,Tak,Tak,171
"Śródmieście, Warszawa",2650,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,159
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,59,Nie podano,1 łazienka,Tak,Tak,146
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,158
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,36,Nie podano,1 łazienka,Tak,Tak,191
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,63,Garaż,1 łazienka,Tak,Tak,167
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,68,Garaż,1 łazienka,Tak,Tak,179
"Śródmieście, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,60,Garaż,Nie podano,Tak,Tak,51
"Śródmieście, Warszawa",4500,Agencja,Kawalerka lub garsoniera,Mieszkanie,56,Garaż,1 łazienka,Tak,Tak,165
"Śródmieście, Warszawa",2690,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,156
"Śródmieście, Warszawa",3600,Właściciel,2 pokoje,Mieszkanie,58,Ulica,1 łazienka,Tak,Tak,111
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,43,Nie podano,1 łazienka,Tak,Tak,142
"Śródmieście, Warszawa",3400,Agencja,3 pokoje,Mieszkanie,60,Nie podano,Nie podano,Tak,Tak,76
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,46,Nie podano,1 łazienka,Tak,Tak,162
"Śródmieście, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,57,Nie podano,1 łazienka,Tak,Tak,185
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,100,Garaż,1 łazienka,Tak,Tak,175
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,152
"Śródmieście, Warszawa",3800,Agencja,3 pokoje,Mieszkanie,80,Ulica,Nie podano,Tak,Tak,228
"Śródmieście, Warszawa",3400,Agencja,Nie podano,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,125
"Śródmieście, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,37,Nie podano,1 łazienka,Tak,Tak,154
"Śródmieście, Warszawa",3250,Agencja,3 pokoje,Mieszkanie,86,Nie podano,1 łazienka,Tak,Tak,110
"Śródmieście, Warszawa",1850,Agencja,Kawalerka lub garsoniera,Mieszkanie,27,Nie podano,1 łazienka,Nie,Nie,133
"Śródmieście, Warszawa",2998,Agencja,2 pokoje,Mieszkanie,36,Nie podano,1 łazienka,Tak,Tak,193
"Śródmieście, Warszawa",2000,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Nie podano,Nie podano,Tak,Tak,160
"Śródmieście, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,63
"Śródmieście, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,43,Nie podano,1 łazienka,Tak,Tak,118
"Śródmieście, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,103
"Śródmieście, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,67
"Śródmieście, Warszawa",2600,Właściciel,Kawalerka lub garsoniera,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,144
"Śródmieście, Warszawa",2650,Właściciel,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,149
"Śródmieście, Warszawa",4000,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,133
"Śródmieście, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,84,Garaż,Nie podano,Tak,Tak,80
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,45,Nie podano,Nie podano,Tak,Tak,107
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,60,Garaż,1 łazienka,Nie,Tak,57
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,269
"Śródmieście, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,43,Nie podano,1 łazienka,Tak,Tak,117
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,69
"Śródmieście, Warszawa",4990,Agencja,3 pokoje,Mieszkanie,66,Ulica,Nie podano,Tak,Tak,72
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,116
"Śródmieście, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,62,Nie podano,1 łazienka,Tak,Tak,91
"Targówek, Warszawa",2800,Agencja,3 pokoje,Mieszkanie,88,Nie podano,1 łazienka,Tak,Tak,120
"Targówek, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,67,Garaż,1 łazienka,Tak,Tak,93
"Targówek, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,67,Garaż,1 łazienka,Tak,Tak,93
"Targówek, Warszawa",3500,Właściciel,3 pokoje,Mieszkanie,86,Garaż,2 łazienki,Tak,Tak,148
"Ursynów, Warszawa",2250,Właściciel,2 pokoje,Mieszkanie,60,Ulica,1 łazienka,Nie,Nie,54
"Ursynów, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,172
"Ursynów, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,172
"Ursynów, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,172
"Ursynów, Warszawa",2150,Agencja,2 pokoje,Mieszkanie,46,Nie podano,1 łazienka,Tak,Tak,148
"Ursynów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,147
"Ursynów, Warszawa",2650,Agencja,2 pokoje,Mieszkanie,44,Nie podano,1 łazienka,Tak,Tak,192
"Ursynów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,58,Nie podano,1 łazienka,Tak,Tak,192
"Ursynów, Warszawa",2680,Agencja,2 pokoje,Mieszkanie,51,Nie podano,1 łazienka,Tak,Tak,169
"Ursynów, Warszawa",2900,Agencja,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,172
"Ursynów, Warszawa",2800,Agencja,3 pokoje,Mieszkanie,72,Garaż,1 łazienka,Tak,Nie,205
"Ursynów, Warszawa",2200,Agencja,3 pokoje,Mieszkanie,47,Nie podano,1 łazienka,Tak,Nie,172
"Ursynów, Warszawa",2450,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,139
"Ursynów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,60,Nie podano,1 łazienka,Tak,Tak,192
"Ursynów, Warszawa",3600,Agencja,3 pokoje,Mieszkanie,81,Garaż,1 łazienka,Tak,Tak,160
"Ursynów, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,172
"Ursynów, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,57,Garaż,1 łazienka,Tak,Tak,158
"Ursynów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,47,Garaż,1 łazienka,Tak,Tak,156
"Ursynów, Warszawa",2900,Agencja,3 pokoje,Mieszkanie,53,Nie podano,1 łazienka,Tak,Tak,159
"Ursynów, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,90,Nie podano,1 łazienka,Tak,Tak,149
"Ursynów, Warszawa",2350,Agencja,2 pokoje,Mieszkanie,51,Garaż,1 łazienka,Tak,Tak,186
"Ursynów, Warszawa",3200,Agencja,4 pokoje,Mieszkanie,74,Nie podano,1 łazienka,Tak,Tak,154
"Ursynów, Warszawa",3500,Agencja,4 pokoje,Mieszkanie,80,Nie podano,1 łazienka,Tak,Tak,132
"Ursynów, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,172
"Ursynów, Warszawa",3250,Agencja,2 pokoje,Mieszkanie,55,Kryty,1 łazienka,Tak,Tak,337
"Ursynów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,188
"Ursynów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,50,Kryty,1 łazienka,Tak,Tak,217
"Ursynów, Warszawa",3000,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,172
"Ursynów, Warszawa",3800,Agencja,2 pokoje,Mieszkanie,80,Garaż,2 łazienki,Tak,Tak,177
"Ursynów, Warszawa",4700,Agencja,3 pokoje,Mieszkanie,84,Garaż,1 łazienka,Tak,Tak,184
"Wawer, Warszawa",1450,Właściciel,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Nie,Tak,7
"Wawer, Warszawa",1600,Agencja,2 pokoje,Mieszkanie,53,Nie podano,1 łazienka,Nie,Nie,82
"Wilanów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,48,Kryty,Nie podano,Tak,Tak,243
"Wilanów, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,50,Kryty,Nie podano,Tak,Tak,189
"Wilanów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,62,Nie podano,Nie podano,Tak,Tak,148
"Wilanów, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,41,Nie podano,Nie podano,Tak,Tak,44
"Wilanów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,62,Nie podano,1 łazienka,Tak,Tak,102
"Wilanów, Warszawa",2800,Właściciel,2 pokoje,Mieszkanie,48,Garaż,1 łazienka,Nie,Tak,149
"Wilanów, Warszawa",4000,Agencja,3 pokoje,Mieszkanie,90,Kryty,Nie podano,Tak,Tak,142
"Wilanów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,41,Ulica,Nie podano,Tak,Tak,144
"Wilanów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,60,Kryty,Nie podano,Tak,Tak,116
"Wilanów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,62,Ulica,Nie podano,Tak,Tak,66
"Wilanów, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,64,Nie podano,1 łazienka,Tak,Tak,170
"Wilanów, Warszawa",2450,Agencja,2 pokoje,Mieszkanie,67,Nie podano,Nie podano,Tak,Tak,121
"Wilanów, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,59,Garaż,1 łazienka,Tak,Tak,132
"Włochy, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,75,Nie podano,1 łazienka,Tak,Tak,131
"Włochy, Warszawa",1700,Agencja,2 pokoje,Mieszkanie,48,Ulica,1 łazienka,Tak,Tak,49
"Włochy, Warszawa",1700,Agencja,2 pokoje,Dom,48,Ulica,1 łazienka,Tak,Tak,49
"Wola, Warszawa",2999,Nie podano,2 pokoje,Mieszkanie,40,Garaż,Nie podano,Tak,Tak,150
"Wola, Warszawa",2500,Właściciel,2 pokoje,Mieszkanie,44,Garaż,1 łazienka,Tak,Nie,64
"Wola, Warszawa",4300,Właściciel,3 pokoje,Mieszkanie,76,Garaż,1 łazienka,Tak,Tak,291
"Wola, Warszawa",5000,Właściciel,3 pokoje,Mieszkanie,72,Garaż,2 łazienki,Tak,Tak,370
"Wola, Warszawa",2650,Agencja,2 pokoje,Mieszkanie,45,Garaż,Nie podano,Tak,Tak,94
"Wola, Warszawa",2800,Właściciel,2 pokoje,Mieszkanie,44,Garaż,1 łazienka,Tak,Tak,187
"Wola, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,53,Ulica,Nie podano,Tak,Tak,216
"Wola, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,38,Nie podano,Nie podano,Tak,Tak,193
"Wola, Warszawa",3400,Agencja,2 pokoje,Mieszkanie,54,Ulica,1 łazienka,Tak,Tak,147
"Wola, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,186
"Wola, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,42,Nie podano,1 łazienka,Tak,Tak,194
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,54,Nie podano,Nie podano,Tak,Tak,209
"Wola, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Tak,145
"Wola, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,53,Ulica,1 łazienka,Nie,Tak,159
"Wola, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,56,Nie podano,1 łazienka,Tak,Tak,136
"Wola, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,65,Garaż,1 łazienka,Tak,Tak,160
"Wola, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,57,Nie podano,1 łazienka,Tak,Tak,177
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,209
"Wola, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,200
"Wola, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,208
"Wola, Warszawa",3950,Agencja,2 pokoje,Mieszkanie,46,Nie podano,Nie podano,Tak,Tak,128
"Wola, Warszawa",3800,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,141
"Wola, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,54,Garaż,1 łazienka,Tak,Tak,131
"Wola, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,42,Nie podano,1 łazienka,Tak,Tak,175
"Wola, Warszawa",3950,Agencja,2 pokoje,Mieszkanie,49,Nie podano,1 łazienka,Tak,Tak,119
"Wola, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,60,Kryty,1 łazienka,Tak,Tak,100
"Wola, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,60,Nie podano,1 łazienka,Tak,Tak,373
"Wola, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,119
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,31,Kryty,Nie podano,Tak,Tak,153
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,31,Nie podano,Nie podano,Tak,Tak,205
"Wola, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Tak,144
"Wola, Warszawa",3400,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,258
"Wola, Warszawa",2800,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Nie podano,1 łazienka,Tak,Tak,100
"Wola, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,44,Nie podano,Nie podano,Tak,Tak,260
"Wola, Warszawa",1699,Agencja,Nie podano,Mieszkanie,33,Nie podano,Nie podano,Tak,Tak,149
"Żoliborz, Warszawa",2600,Nie podano,2 pokoje,Mieszkanie,45,Garaż,Nie podano,Tak,Tak,186
"Żoliborz, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,50,Brak,2 łazienki,Nie,Nie,70
"Żoliborz, Warszawa",4300,Agencja,3 pokoje,Mieszkanie,84,Kryty,1 łazienka,Tak,Tak,196
"Żoliborz, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,140
"Żoliborz, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,48,Garaż,1 łazienka,Tak,Tak,138
"Żoliborz, Warszawa",1900,Agencja,Kawalerka lub garsoniera,Mieszkanie,33,Garaż,1 łazienka,Tak,Tak,63
"Bemowo, Warszawa",2800,Agencja,3 pokoje,Mieszkanie,75,Nie podano,1 łazienka,Tak,Tak,176
"Bemowo, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,168
"Bemowo, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,70,Garaż,1 łazienka,Tak,Tak,135
"Bemowo, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,70,Garaż,2 łazienki,Tak,Tak,135
"Bemowo, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,70,Garaż,1 łazienka,Tak,Tak,133
"Białołęka, Warszawa",1300,Agencja,Kawalerka lub garsoniera,Mieszkanie,42,Nie podano,1 łazienka,Tak,Tak,199
"Białołęka, Warszawa",1650,Właściciel,2 pokoje,Mieszkanie,34,Nie podano,Nie podano,Tak,Tak,70
"Bielany, Warszawa",2500,Agencja,3 pokoje,Mieszkanie,63,Nie podano,Nie podano,Tak,Tak,103
"Bielany, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,44,Nie podano,Nie podano,Tak,Tak,63
"Bielany, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,65
"Mokotów, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,49,Nie podano,Nie podano,Tak,Tak,49
"Mokotów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,60,Nie podano,Nie podano,Tak,Tak,143
"Mokotów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,209
"Mokotów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,48,Nie podano,Nie podano,Tak,Tak,121
"Mokotów, Warszawa",3700,Agencja,2 pokoje,Mieszkanie,72,Nie podano,1 łazienka,Tak,Tak,68
"Mokotów, Warszawa",2700,Właściciel,2 pokoje,Mieszkanie,42,Nie podano,Nie podano,Tak,Tak,228
"Mokotów, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,72,Nie podano,1 łazienka,Tak,Tak,181
"Mokotów, Warszawa",3900,Agencja,3 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,220
"Mokotów, Warszawa",3800,Agencja,3 pokoje,Mieszkanie,70,Garaż,2 łazienki,Tak,Tak,20
"Mokotów, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,38,Ulica,Nie podano,Tak,Tak,97
"Mokotów, Warszawa",2400,Agencja,2 pokoje,Inne,38,Nie podano,1 łazienka,Tak,Tak,304
"Mokotów, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,49,Nie podano,Nie podano,Tak,Tak,49
"Mokotów, Warszawa",3800,Agencja,3 pokoje,Mieszkanie,88,Nie podano,Nie podano,Tak,Tak,157
"Mokotów, Warszawa",4000,Agencja,3 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,61
"Mokotów, Warszawa",2750,Agencja,2 pokoje,Mieszkanie,56,Nie podano,1 łazienka,Tak,Tak,173
"Mokotów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,60,Nie podano,1 łazienka,Tak,Tak,156
"Mokotów, Warszawa",2950,Agencja,2 pokoje,Mieszkanie,49,Ulica,1 łazienka,Tak,Tak,154
"Mokotów, Warszawa",4700,Agencja,2 pokoje,Mieszkanie,59,Garaż,1 łazienka,Tak,Nie,154
"Mokotów, Warszawa",2850,Agencja,2 pokoje,Mieszkanie,48,Ulica,1 łazienka,Tak,Tak,155
"Mokotów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,36,Garaż,1 łazienka,Tak,Nie,147
"Mokotów, Warszawa",3800,Agencja,2 pokoje,Mieszkanie,45,Garaż,1 łazienka,Tak,Nie,161
"Mokotów, Warszawa",2420,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,148
"Mokotów, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,102
"Mokotów, Warszawa",2150,Agencja,2 pokoje,Mieszkanie,36,Ulica,1 łazienka,Tak,Nie,160
"Mokotów, Warszawa",5000,Agencja,Nie podano,Mieszkanie,51,Nie podano,Nie podano,Tak,Tak,280
"Mokotów, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,38,Ulica,1 łazienka,Tak,Tak,142
"Mokotów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,42,Garaż,1 łazienka,Tak,Tak,168
"Mokotów, Warszawa",2050,Agencja,2 pokoje,Mieszkanie,37,Ulica,1 łazienka,Tak,Tak,152
"Mokotów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,42,Ulica,1 łazienka,Tak,Tak,137
"Mokotów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Nie,150
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,50,Ulica,1 łazienka,Tak,Tak,137
"Mokotów, Warszawa",3440,Agencja,3 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,155
"Mokotów, Warszawa",4000,Agencja,3 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,112
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Nie,Tak,134
"Mokotów, Warszawa",2900,Agencja,2 pokoje,Mieszkanie,52,Nie podano,Nie podano,Tak,Tak,79
"Mokotów, Warszawa",2200,Właściciel,3 pokoje,Mieszkanie,48,Ulica,1 łazienka,Nie,Nie,137
"Mokotów, Warszawa",4600,Agencja,3 pokoje,Mieszkanie,87,Kryty,Nie podano,Tak,Tak,169
"Ochota, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,173
"Ochota, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,46,Nie podano,1 łazienka,Tak,Tak,196
"Ochota, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,57,Nie podano,1 łazienka,Tak,Tak,188
"Ochota, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,162
"Ochota, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Tak,Tak,193
"Ochota, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,48,Ulica,1 łazienka,Nie,Tak,105
"Ochota, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,44,Ulica,2 łazienki,Nie,Nie,104
"Ochota, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,45,Nie podano,Nie podano,Tak,Tak,178
"Ochota, Warszawa",3800,Agencja,3 pokoje,Mieszkanie,75,Nie podano,Nie podano,Tak,Tak,114
"Ochota, Warszawa",1700,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Nie podano,1 łazienka,Tak,Tak,135
"Ochota, Warszawa",5000,Agencja,2 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,131
"Praga Północ, Warszawa",2000,Właściciel,2 pokoje,Mieszkanie,38,Ulica,1 łazienka,Nie,Tak,199
"Praga Północ, Warszawa",4200,Właściciel,3 pokoje,Mieszkanie,89,Garaż,2 łazienki,Nie,Tak,431
